Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_029031_20220126_20220204_02_T1,LC08_L1TP_029031_20220126_20220204_02_T1,LC80290312022026LGN00,2022/01/26,T1,2, 029, 031, 029, 031,NADIR,   0.000,2022/02/04,2022/02/04,2022-01-26 17:12:03.65239,2022-01-26 17:12:35.42239,LGN,DAY,   0.51,   0.51,478,5,    8.126,    5.191,    6.251,LPGS_15.6.0,26.11414863,156.02649729,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'34.31"N,97°35'04.60"W,42°49'04.66"N,98°58'09.91"W,42°46'57.18"N,96°09'09.86"W,40°42'27.40"N,98°58'13.44"W,40°40'28.96"N,96°14'39.80"W, 41.75953, -97.58461, 42.81796, -98.96942, 42.78255, -96.15274, 40.70761, -98.97040, 40.67471, -96.24439,LC08_L2SP_029031_20220126_20220204_02_T1,LC80290312022026LGN00
LC08_L2SP_027030_20220128_20220204_02_T1,LC08_L1TP_027030_20220128_20220204_02_T1,LC80270302022028LGN00,2022/01/28,T1,2, 027, 030, 027, 030,NADIR,   0.000,2022/02/04,2022/02/04,2022-01-28 16:59:17.666595,2022-01-28 16:59:49.436595,LGN,DAY,   2.63,   2.63,161,5,    9.597,    6.674,    6.895,LPGS_15.6.0,25.38535445,156.40210337,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'06.11"N,94°00'57.64"W,44°13'48.72"N,95°30'28.84"W,44°15'24.84"N,92°33'46.12"W,42°05'04.31"N,95°25'18.12"W,42°06'33.55"N,92°34'40.33"W, 43.18503, -94.01601, 44.23020, -95.50801, 44.25690, -92.56281, 42.08453, -95.42170, 42.10932, -92.57787,LC08_L2SP_027030_20220128_20220204_02_T1,LC80270302022028LGN00
LC08_L2SP_027031_20220128_20220204_02_T1,LC08_L1TP_027031_20220128_20220204_02_T1,LC80270312022028LGN00,2022/01/28,T1,2, 027, 031, 027, 031,NADIR,   0.000,2022/02/04,2022/02/04,2022-01-28 16:59:41.553399,2022-01-28 17:00:13.323399,LGN,DAY,   0.84,   0.84,339,5,    9.102,    6.371,    6.501,LPGS_15.6.0,26.57495776,155.74006224,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.96"N,94°29'39.52"W,42°48'04.72"N,95°57'33.84"W,42°50'22.34"N,93°04'59.56"W,40°39'11.52"N,95°51'44.42"W,40°41'19.21"N,93°04'49.73"W, 41.75971, -94.49431, 42.80131, -95.95940, 42.83954, -93.08321, 40.65320, -95.86234, 40.68867, -93.08048,LC08_L2SP_027031_20220128_20220204_02_T1,LC80270312022028LGN00
LC08_L2SP_027032_20220128_20220204_02_T1,LC08_L1TP_027032_20220128_20220204_02_T1,LC80270322022028LGN00,2022/01/28,T1,2, 027, 032, 027, 032,NADIR,   0.000,2022/02/04,2022/02/04,2022-01-28 17:00:05.440203,2022-01-28 17:00:37.210202,LGN,DAY,  12.56,  12.56,719,5,    7.066,    4.432,    5.503,LPGS_15.6.0,27.75878297,155.06961985,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.01"N,94°57'22.50"W,41°22'15.31"N,96°23'44.63"W,41°25'10.52"N,93°34'49.37"W,39°13'13.66"N,96°17'22.67"W,39°15'56.09"N,93°33'43.96"W, 40.33278, -94.95625, 41.37092, -96.39573, 41.41959, -93.58038, 39.22046, -96.28963, 39.26558, -93.56221,LC08_L2SP_027032_20220128_20220204_02_T1,LC80270322022028LGN00
LC09_L2SP_026030_20220129_20230430_02_T1,LC09_L1TP_026030_20220129_20230430_02_T1,LC90260302022029LGN01,2022/01/29,T1,2, 026, 030, 026, 030,NADIR,   0.000,2023/04/30,2023/04/30,2022-01-29 16:53:15,2022-01-29 16:53:46,LGN,DAY,   9.51,   9.51,114,5,    9.883,    7.414,    6.535,LPGS_16.2.0,25.62733830,156.26623485,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.88"N,92°30'18.72"W,44°14'15.22"N,93°57'10.76"W,44°13'29.10"N,91°02'30.66"W,42°06'52.24"N,93°55'13.91"W,42°06'09.40"N,91°06'30.64"W, 43.18469, -92.50520, 44.23756, -93.95299, 44.22475, -91.04185, 42.11451, -93.92053, 42.10261, -91.10851,LC09_L2SP_026030_20220129_20230430_02_T1,LC90260302022029LGN01
LC09_L2SP_026031_20220129_20230430_02_T1,LC09_L1TP_026031_20220129_20230430_02_T1,LC90260312022029LGN01,2022/01/29,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/04/30,2023/04/30,2022-01-29 16:53:38,2022-01-29 16:54:10,LGN,DAY,   1.65,   1.65,220,5,    9.610,    7.254,    6.302,LPGS_16.2.0,26.81491686,155.59862797,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'33.98"N,92°58'59.92"W,42°48'33.52"N,94°24'27.97"W,42°48'32.08"N,91°33'37.58"W,40°41'00.10"N,94°21'43.45"W,40°40'58.76"N,91°36'25.81"W, 41.75944, -92.98331, 42.80931, -94.40777, 42.80891, -91.56044, 40.68336, -94.36207, 40.68299, -91.60717,LC09_L2SP_026031_20220129_20230430_02_T1,LC90260312022029LGN01
LC08_L2SP_025032_20220130_20220204_02_T1,LC08_L1TP_025032_20220130_20220204_02_T1,LC80250322022030LGN00,2022/01/30,T1,2, 025, 032, 025, 032,NADIR,   0.000,2022/02/04,2022/02/04,2022-01-30 16:47:43.849665,2022-01-30 16:48:15.619665,LGN,DAY,  10.70,  10.70,401,5,    8.279,    5.896,    5.812,LPGS_15.6.0,28.23880210,154.77257733,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.01"N,91°52'08.58"W,41°23'18.24"N,93°13'42.42"W,41°21'39.20"N,90°28'25.82"W,39°16'39.14"N,93°13'17.18"W,39°15'07.20"N,90°33'04.50"W, 40.33278, -91.86905, 41.38840, -93.22845, 41.36089, -90.47384, 39.27754, -93.22144, 39.25200, -90.55125,LC08_L2SP_025032_20220130_20220204_02_T1,LC80250322022030LGN00
LC09_L2SP_024030_20220131_20230429_02_T1,LC09_L1TP_024030_20220131_20230429_02_T1,LC90240302022031LGN01,2022/01/31,T1,2, 024, 030, 024, 030,NADIR,   0.000,2023/04/29,2023/04/29,2022-01-31 16:40:53,2022-01-31 16:41:25,LGN,DAY,  11.49,  11.49,194,5,    9.383,    6.146,    7.091,LPGS_16.2.0,26.12748533,155.99525727,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'04.60"N,89°25'00.84"W,44°13'18.98"N,90°56'45.96"W,44°17'09.53"N,87°58'34.82"W,42°03'37.22"N,90°48'33.34"W,42°07'11.03"N,87°56'32.60"W, 43.18461, -89.41690, 44.22194, -90.94610, 44.28598, -87.97634, 42.06034, -90.80926, 42.11973, -87.94239,LC09_L2SP_024030_20220131_20230429_02_T1,LC90240302022031LGN01
LC09_L2SP_024031_20220131_20230429_02_T1,LC09_L1TP_024031_20220131_20230429_02_T1,LC90240312022031LGN01,2022/01/31,T1,2, 024, 031, 024, 031,NADIR,   0.000,2023/04/29,2023/04/29,2022-01-31 16:41:17,2022-01-31 16:41:48,LGN,DAY,   5.17,   5.17,324,5,    8.742,    5.488,    6.805,LPGS_16.2.0,27.31081168,155.31585952,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'34.63"N,89°53'41.60"W,42°47'34.44"N,91°23'48.26"W,42°52'03.54"N,88°29'36.82"W,40°37'45.37"N,91°15'05.22"W,40°41'54.89"N,88°26'38.58"W, 41.75962, -89.89489, 42.79290, -91.39674, 42.86765, -88.49356, 40.62927, -91.25145, 40.69858, -88.44405,LC09_L2SP_024031_20220131_20230429_02_T1,LC90240312022031LGN01
LC09_L2SP_029030_20220203_20230429_02_T1,LC09_L1TP_029030_20220203_20230429_02_T1,LC90290302022034LGN01,2022/02/03,T1,2, 029, 030, 029, 030,NADIR,   0.000,2023/04/29,2023/04/29,2022-02-03 17:11:47,2022-02-03 17:12:18,LGN,DAY,   5.39,   5.39,454,5,    8.001,    5.347,    5.952,LPGS_16.2.0,26.92858713,155.59136764,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'05.75"N,97°08'40.49"W,44°14'45.85"N,98°33'19.33"W,44°11'54.38"N,95°40'20.68"W,42°08'30.16"N,98°34'13.40"W,42°05'50.78"N,95°47'04.52"W, 43.18493, -97.14458, 44.24607, -98.55537, 44.19844, -95.67241, 42.14171, -98.57039, 42.09744, -95.78459,LC09_L2SP_029030_20220203_20230429_02_T1,LC90290302022034LGN01
LC09_L2SP_029031_20220203_20230429_02_T1,LC09_L1TP_029031_20220203_20230429_02_T1,LC90290312022034LGN01,2022/02/03,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/04/29,2023/04/29,2022-02-03 17:12:10,2022-02-03 17:12:42,LGN,DAY,   0.81,   0.81,525,5,    7.516,    4.894,    5.703,LPGS_16.2.0,28.10595696,154.89260884,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'35.06"N,97°37'21.58"W,42°48'54.94"N,99°00'35.24"W,42°46'51.06"N,96°11'35.34"W,40°42'37.12"N,99°00'34.09"W,40°40'42.02"N,96°16'59.84"W, 41.75974, -97.62266, 42.81526, -99.00979, 42.78085, -96.19315, 40.71031, -99.00947, 40.67834, -96.28329,LC09_L2SP_029031_20220203_20230429_02_T1,LC90290312022034LGN01
LC08_L2SP_028030_20220204_20220212_02_T1,LC08_L1TP_028030_20220204_20220212_02_T1,LC80280302022035LGN00,2022/02/04,T1,2, 028, 030, 028, 030,NADIR,   0.000,2022/02/12,2022/02/12,2022-02-04 17:05:28.187512,2022-02-04 17:05:59.957512,LGN,DAY,   7.83,   7.83,290,5,    8.893,    5.839,    6.708,LPGS_15.6.0,27.20221561,155.45583533,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.68"N,95°34'17.54"W,44°13'17.90"N,97°06'27.25"W,44°17'23.86"N,94°07'50.05"W,42°03'18.22"N,96°57'53.32"W,42°07'06.31"N,94°05'28.18"W, 43.18491, -95.57154, 44.22164, -97.10757, 44.28996, -94.13057, 42.05506, -96.96481, 42.11842, -94.09116,LC08_L2SP_028030_20220204_20220212_02_T1,LC80280302022035LGN00
LC09_L2SP_027031_20220205_20230429_02_T1,LC09_L1TP_027031_20220205_20230429_02_T1,LC90270312022036LGN01,2022/02/05,T1,2, 027, 031, 027, 031,NADIR,   0.000,2023/04/29,2023/04/29,2022-02-05 16:59:48,2022-02-05 17:00:20,LGN,DAY,   5.46,   5.46,479,5,    8.340,    5.939,    5.856,LPGS_16.2.0,28.65746148,154.61836605,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.02"N,94°31'59.34"W,42°48'00.97"N,95°59'58.92"W,42°50'22.24"N,93°07'11.71"W,40°39'17.75"N,95°54'05.18"W,40°41'28.82"N,93°06'57.56"W, 41.75945, -94.53315, 42.80027, -95.99970, 42.83951, -93.11992, 40.65493, -95.90144, 40.69134, -93.11599,LC09_L2SP_027031_20220205_20230429_02_T1,LC90270312022036LGN01
LC09_L2SP_027032_20220205_20230429_02_T1,LC09_L1TP_027032_20220205_20230429_02_T1,LC90270322022036LGN01,2022/02/05,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/04/29,2023/04/29,2022-02-05 17:00:12,2022-02-05 17:00:44,LGN,DAY,   5.15,   5.15,662,5,    7.294,    4.488,    5.749,LPGS_16.2.0,29.82409510,153.89569054,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.65"N,94°59'41.71"W,41°22'11.10"N,96°26'06.43"W,41°25'09.80"N,93°37'11.53"W,39°13'19.45"N,96°19'40.51"W,39°16'05.16"N,93°36'01.73"W, 40.33268, -94.99492, 41.36975, -96.43512, 41.41939, -93.61987, 39.22207, -96.32792, 39.26810, -93.60048,LC09_L2SP_027032_20220205_20230429_02_T1,LC90270322022036LGN01
LC08_L2SP_026031_20220206_20220212_02_T1,LC08_L1TP_026031_20220206_20220212_02_T1,LC80260312022037LGN00,2022/02/06,T1,2, 026, 031, 026, 031,NADIR,   0.000,2022/02/12,2022/02/12,2022-02-06 16:53:30.022114,2022-02-06 16:54:01.792114,LGN,DAY,  18.51,  18.51,290,5,    8.456,    5.998,    5.960,LPGS_15.6.0,28.93906958,154.47715490,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'33.98"N,92°57'40.03"W,42°48'34.49"N,94°23'08.74"W,42°48'31.07"N,91°32'18.35"W,40°41'01"N,94°20'26.77"W,40°40'57.83"N,91°35'09.17"W, 41.75944, -92.96112, 42.80958, -94.38576, 42.80863, -91.53843, 40.68361, -94.34077, 40.68273, -91.58588,LC08_L2SP_026031_20220206_20220212_02_T1,LC80260312022037LGN00
LC08_L2SP_026032_20220206_20220212_02_T1,LC08_L1TP_026032_20220206_20220212_02_T1,LC80260322022037LGN00,2022/02/06,T1,2, 026, 032, 026, 032,NADIR,   0.000,2022/02/12,2022/02/12,2022-02-06 16:53:53.900446,2022-02-06 16:54:25.670446,LGN,DAY,  12.37,  12.37,645,5,    6.966,    4.459,    5.353,LPGS_15.6.0,30.10332466,153.74740528,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.51"N,93°25'21.86"W,41°22'46.42"N,94°49'29.78"W,41°23'24"N,92°02'13.67"W,39°15'02.92"N,94°46'06.60"W,39°15'37.80"N,92°04'00.95"W, 40.33292, -93.42274, 41.37956, -94.82494, 41.39000, -92.03713, 39.25081, -94.76850, 39.26050, -92.06693,LC08_L2SP_026032_20220206_20220212_02_T1,LC80260322022037LGN00
LC09_L2SP_025030_20220207_20230428_02_T1,LC09_L1TP_025030_20220207_20230428_02_T1,LC90250302022038LGN01,2022/02/07,T1,2, 025, 030, 025, 030,NADIR,   0.000,2023/04/28,2023/04/28,2022-02-07 16:47:02,2022-02-07 16:47:34,LGN,DAY,   8.88,   8.88,220,5,    9.111,    6.055,    6.808,LPGS_16.2.0,28.05959565,155.07511274,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'06.07"N,90°57'51.77"W,44°14'42.65"N,92°22'03.04"W,44°11'35.02"N,89°29'33.11"W,42°08'46.64"N,92°23'19.79"W,42°05'52.19"N,89°36'37.66"W, 43.18502, -90.96438, 44.24518, -92.36751, 44.19306, -89.49253, 42.14629, -92.38883, 42.09783, -89.61046,LC09_L2SP_025030_20220207_20230428_02_T1,LC90250302022038LGN01
LC08_L2SP_024032_20220208_20220222_02_T1,LC08_L1TP_024032_20220208_20220222_02_T1,LC80240322022039LGN00,2022/02/08,T1,2, 024, 032, 024, 032,NADIR,   0.000,2022/02/22,2022/02/22,2022-02-08 16:41:31.73808,2022-02-08 16:42:03.50808,LGN,DAY,   2.70,   2.70,193,5,    9.468,    6.306,    7.063,LPGS_15.6.0,30.68091192,153.46407457,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.79"N,90°19'59.41"W,41°23'39.34"N,91°39'11.16"W,41°19'48.43"N,88°55'48.72"W,39°18'20.05"N,91°41'38.51"W,39°14'45.49"N,89°03'12.71"W, 40.33272, -90.33317, 41.39426, -91.65310, 41.33012, -88.93020, 39.30557, -91.69403, 39.24597, -89.05353,LC08_L2SP_024032_20220208_20220222_02_T1,LC80240322022039LGN00
LC08_L2SP_027030_20220213_20220222_02_T1,LC08_L1TP_027030_20220213_20220222_02_T1,LC80270302022044LGN00,2022/02/13,T1,2, 027, 030, 027, 030,NADIR,   0.000,2022/02/22,2022/02/22,2022-02-13 16:59:14.610097,2022-02-13 16:59:46.380097,LGN,DAY,   2.06,   2.06,228,5,    9.401,    6.089,    7.162,LPGS_15.6.0,29.91013254,154.32524087,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.96"N,94°01'38.75"W,44°13'47.82"N,95°31'09.37"W,44°15'25.02"N,92°34'26.69"W,42°05'03.48"N,95°25'57.25"W,42°06'33.70"N,92°35'19.50"W, 43.18471, -94.02743, 44.22995, -95.51927, 44.25695, -92.57408, 42.08430, -95.43257, 42.10936, -92.58875,LC08_L2SP_027030_20220213_20220222_02_T1,LC80270302022044LGN00
LC08_L2SP_027031_20220213_20220222_02_T1,LC08_L1TP_027031_20220213_20220222_02_T1,LC80270312022044LGN00,2022/02/13,T1,2, 027, 031, 027, 031,NADIR,   0.000,2022/02/22,2022/02/22,2022-02-13 16:59:38.492665,2022-02-13 17:00:10.262664,LGN,DAY,   9.27,   9.27,548,5,    6.684,    4.653,    4.798,LPGS_15.6.0,31.06777061,153.55312966,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.67"N,94°30'19.98"W,42°48'03.71"N,95°58'13.40"W,42°50'22.34"N,93°05'39.19"W,40°39'10.58"N,95°52'22.69"W,40°41'19.18"N,93°05'28.07"W, 41.75963, -94.50555, 42.80103, -95.97039, 42.83954, -93.09422, 40.65294, -95.87297, 40.68866, -93.09113,LC08_L2SP_027031_20220213_20220222_02_T1,LC80270312022044LGN00
LC08_L2SP_027032_20220213_20220222_02_T1,LC08_L1TP_027032_20220213_20220222_02_T1,LC80270322022044LGN00,2022/02/13,T1,2, 027, 032, 027, 032,NADIR,   0.000,2022/02/22,2022/02/22,2022-02-13 17:00:02.379469,2022-02-13 17:00:34.149468,LGN,DAY,   0.84,   0.84,766,5,    5.270,    3.337,    4.079,LPGS_15.6.0,32.21784164,152.76781499,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.40"N,94°58'02.57"W,41°22'14.16"N,96°24'23.29"W,41°25'10.34"N,93°35'28.14"W,39°13'12.61"N,96°18'00.11"W,39°15'55.91"N,93°34'21.50"W, 40.33261, -94.96738, 41.37060, -96.40647, 41.41954, -93.59115, 39.22017, -96.30003, 39.26553, -93.57264,LC08_L2SP_027032_20220213_20220222_02_T1,LC80270322022044LGN00
LC09_L2SP_026030_20220214_20230427_02_T1,LC09_L1TP_026030_20220214_20230427_02_T1,LC90260302022045LGN01,2022/02/14,T1,2, 026, 030, 026, 030,NADIR,   0.000,2023/04/27,2023/04/27,2022-02-14 16:53:10,2022-02-14 16:53:42,LGN,DAY,  10.80,  10.80,253,5,    9.141,    5.984,    6.910,LPGS_16.2.0,30.23530443,154.21616427,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.71"N,92°30'11.45"W,44°14'15.22"N,93°57'10.76"W,44°13'28.85"N,91°02'17.16"W,42°07'01.96"N,93°55'14.05"W,42°06'18.90"N,91°06'17.28"W, 43.18492, -92.50318, 44.23756, -93.95299, 44.22468, -91.03810, 42.11721, -93.92057, 42.10525, -91.10480,LC09_L2SP_026030_20220214_20230427_02_T1,LC90260302022045LGN01
LC09_L2SP_026032_20220214_20230427_02_T1,LC09_L1TP_026032_20220214_20230427_02_T1,LC90260322022045LGN01,2022/02/14,T1,2, 026, 032, 026, 032,NADIR,  -0.001,2023/04/27,2023/04/27,2022-02-14 16:53:58,2022-02-14 16:54:30,LGN,DAY,   0.06,   0.06,929,5,    4.392,    3.017,    3.191,LPGS_16.2.0,32.53957646,152.64241963,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.76"N,93°26'34.62"W,41°22'45.19"N,94°50'47.26"W,41°23'24.65"N,92°03'31.18"W,39°15'01.76"N,94°47'21.66"W,39°15'38.38"N,92°05'16.04"W, 40.33271, -93.44295, 41.37922, -94.84646, 41.39018, -92.05866, 39.25049, -94.78935, 39.26066, -92.08779,LC09_L2SP_026032_20220214_20230427_02_T1,LC90260322022045LGN01
LC09_L2SP_029030_20220219_20230427_02_T1,LC09_L1TP_029030_20220219_20230427_02_T1,LC90290302022050LGN01,2022/02/19,T1,2, 029, 030, 029, 030,NADIR,   0.000,2023/04/27,2023/04/27,2022-02-19 17:11:40,2022-02-19 17:12:11,LGN,DAY,  20.44,  20.44,379,5,    7.256,    4.935,    5.319,LPGS_16.2.0,31.91816270,153.63443739,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'05.60"N,97°07'59.45"W,44°14'45.71"N,98°32'38.76"W,44°11'53.23"N,95°39'40.21"W,42°08'39.73"N,98°33'34.13"W,42°05'59.42"N,95°46'24.92"W, 43.18489, -97.13318, 44.24603, -98.54410, 44.19812, -95.66117, 42.14437, -98.55948, 42.09984, -95.77359,LC09_L2SP_029030_20220219_20230427_02_T1,LC90290302022050LGN01
LC09_L2SP_029031_20220219_20230427_02_T1,LC09_L1TP_029031_20220219_20230427_02_T1,LC90290312022050LGN01,2022/02/19,T1,2, 029, 031, 029, 031,NADIR,   0.000,2023/04/27,2023/04/27,2022-02-19 17:12:03,2022-02-19 17:12:35,LGN,DAY,   3.01,   3.01,496,5,    6.962,    4.712,    5.124,LPGS_16.2.0,33.06494022,152.81127343,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'34.99"N,97°36'39.71"W,42°48'54.94"N,98°59'55.61"W,42°46'49.76"N,96°10'42.60"W,40°42'37.12"N,98°59'55.75"W,40°40'40.80"N,96°16'08.76"W, 41.75972, -97.61103, 42.81526, -98.99878, 42.78049, -96.17850, 40.71031, -98.99882, 40.67800, -96.26910,LC09_L2SP_029031_20220219_20230427_02_T1,LC90290312022050LGN01
LC08_L2SP_028030_20220220_20220301_02_T1,LC08_L1TP_028030_20220220_20220301_02_T1,LC80280302022051LGN00,2022/02/20,T1,2, 028, 030, 028, 030,NADIR,   0.000,2022/03/01,2022/03/01,2022-02-20 17:05:21.958458,2022-02-20 17:05:53.728458,LGN,DAY,   4.20,   4.20,370,5,    8.286,    5.519,    6.180,LPGS_15.6.0,32.25939487,153.50796760,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.06"N,95°34'19.52"W,44°13'17.90"N,97°06'27.25"W,44°17'23.86"N,94°07'50.05"W,42°03'18.22"N,96°57'53.32"W,42°07'06.31"N,94°05'28.18"W, 43.18474, -95.57209, 44.22164, -97.10757, 44.28996, -94.13057, 42.05506, -96.96481, 42.11842, -94.09116,LC08_L2SP_028030_20220220_20220301_02_T1,LC80280302022051LGN00
LC08_L2SP_028031_20220220_20220301_02_T1,LC08_L1TP_028031_20220220_20220301_02_T1,LC80280312022051LGN00,2022/02/20,T1,2, 028, 031, 028, 031,NADIR,   0.000,2022/03/01,2022/03/01,2022-02-20 17:05:45.83679,2022-02-20 17:06:17.60679,LGN,DAY,   0.28,   0.28,531,5,    7.198,    4.677,    5.471,LPGS_15.6.0,33.40385686,152.67569819,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'35.50"N,96°02'59.78"W,42°49'32.23"N,97°23'41.64"W,42°45'09.65"N,94°36'39.56"W,40°44'15.68"N,97°26'46.14"W,40°40'11.53"N,94°45'02.52"W, 41.75986, -96.04994, 42.82562, -97.39490, 42.75268, -94.61099, 40.73769, -97.44615, 40.66987, -94.75070,LC08_L2SP_028031_20220220_20220301_02_T1,LC80280312022051LGN00
LC08_L2SP_028032_20220220_20220301_02_T1,LC08_L1TP_028032_20220220_20220301_02_T1,LC80280322022051LGN00,2022/02/20,T1,2, 028, 032, 028, 032,NADIR,   0.000,2022/03/01,2022/03/01,2022-02-20 17:06:09.72783,2022-02-20 17:06:41.49783,LGN,DAY,   0.12,   0.12,793,5,    5.310,    3.372,    4.101,LPGS_15.6.0,34.53993386,151.82701497,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'57.36"N,96°30'42.26"W,41°23'36.78"N,97°50'10.03"W,41°20'01.46"N,95°06'45.97"W,39°18'07.27"N,97°52'17.54"W,39°14'47.18"N,95°13'50.63"W, 40.33260, -96.51174, 41.39355, -97.83612, 41.33374, -95.11277, 39.30202, -97.87154, 39.24644, -95.23073,LC08_L2SP_028032_20220220_20220301_02_T1,LC80280322022051LGN00
LC09_L2SP_027032_20220221_20230427_02_T1,LC09_L1TP_027032_20220221_20230427_02_T1,LC90270322022052LGN01,2022/02/21,T1,2, 027, 032, 027, 032,NADIR,   0.000,2023/04/27,2023/04/27,2022-02-21 17:00:04,2022-02-21 17:00:36,LGN,DAY,   9.97,   9.97,817,5,    4.708,    3.094,    3.549,LPGS_16.2.0,34.88962189,151.71164400,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.58"N,94°58'45.66"W,41°22'12.65"N,96°25'14.84"W,41°25'10.13"N,93°36'06.91"W,39°13'20.89"N,96°18'50.54"W,39°16'05.45"N,93°34'59.12"W, 40.33266, -94.97935, 41.37018, -96.42079, 41.41948, -93.60192, 39.22247, -96.31404, 39.26818, -93.58309,LC09_L2SP_027032_20220221_20230427_02_T1,LC90270322022052LGN01
LC09_L2SP_025030_20220223_20230427_02_T1,LC09_L1TP_025030_20220223_20230427_02_T1,LC90250302022054LGN01,2022/02/23,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/04/27,2023/04/27,2022-02-23 16:46:53,2022-02-23 16:47:25,LGN,DAY,  10.02,  10.02,310,5,    8.798,    6.146,    6.296,LPGS_16.2.0,33.31973590,153.19193194,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.92"N,90°56'45.06"W,44°14'42.29"N,92°20'55.43"W,44°11'32.93"N,89°28'25.68"W,42°08'46.32"N,92°22'14.41"W,42°05'50.24"N,89°35'32.46"W, 43.18470, -90.94585, 44.24508, -92.34873, 44.19248, -89.47380, 42.14620, -92.37067, 42.09729, -89.59235,LC09_L2SP_025030_20220223_20230427_02_T1,LC90250302022054LGN01
